,age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
8279,50,166.9,72.3,500,0.46,5000.0,500.0
8280,60,175.8,83.1,1018,0.42,,12709.66673271385
8281,29,160.7,73.4,500,0.53,,500.0
8282,32,166.1,79.1,500,0.88,,500.0
8283,74,167.2,71.3,2588,0.72,,23329.68878507518
8284,44,162.1,82.6,2614,0.01,,500.0
8285,24,173.2,71.4,500,0.5,,15392.295970924284
8286,66,172.6,82.7,1018,0.63,10000.0,9781.364894180851
8287,49,157.4,62.7,3122,0.71,,500.0
8288,38,184.2,69.7,3508,0.59,475.19,12581.263745999024
8289,20,158.5,54.8,2912,0.34,,17852.537359250768
8290,32,160.9,77.3,2033,0.85,5000.0,13669.31886405003
8291,20,169.7,88.5,2126,0.17,590.77,500.0
8292,28,177.5,70.8,3443,0.26,10000.0,500.0
8293,58,187.9,76.2,2029,0.1,10000.0,500.0
8294,26,186.6,50.4,1340,0.4,5000.0,500.0
8295,32,182.9,76.5,4516,0.13,840.47,38541.069965995455
8296,24,167.9,50.5,1685,0.35,666.15,14051.63539734849
8297,63,164.6,99.3,2371,0.87,10000.0,27124.288015359627
8298,25,150.1,71.5,2669,0.9,5000.0,8625.077310819364
8299,35,172.0,49.2,1341,0.35,,533.2542665988346
8300,60,179.2,44.1,1893,0.35,5000.0,12612.621374535289
8301,36,163.9,70.0,666,0.28,10000.0,500.0
8302,68,168.6,61.4,1007,0.95,,17814.3603129932
8303,70,167.1,85.9,2751,0.11,10000.0,21547.762193051796
8304,40,182.1,53.6,1016,0.54,926.22,500.0
8305,67,182.2,61.5,2768,0.05,784.61,24740.067375375944
8306,49,167.9,97.4,3297,0.79,5000.0,28744.607273790425
8307,56,184.8,44.4,3128,0.84,5000.0,3833.354102818864
8308,60,166.9,74.4,1861,0.24,10000.0,500.0
8309,40,182.9,47.7,3635,0.89,,500.0
8310,65,165.0,78.0,1824,0.35,,18814.22494175383
8311,41,169.6,79.3,2447,0.76,10000.0,500.0
8312,26,174.4,72.1,1511,0.75,5000.0,500.0
8313,26,169.5,83.9,3030,0.13,5000.0,35348.64876190992
8314,25,181.9,86.6,2250,0.32,5000.0,2837.747092379776
8315,18,184.9,50.8,2008,0.33,10000.0,8089.155281203223
8316,43,164.7,76.6,2402,0.37,5000.0,30299.639007403137
8317,37,159.2,74.6,5598,0.43,992.76,17310.303954491825
8318,69,170.7,62.0,500,0.29,,500.0
8319,67,156.3,50.4,1358,0.91,,500.0
8320,28,160.3,33.6,1482,0.26,10000.0,5257.365783336619
8321,33,161.0,79.3,3078,0.67,10000.0,15942.314525456555
8322,27,191.8,57.4,3355,0.19,5000.0,34713.92421117443
8323,24,170.00376,67.8,1993,0.77,,500.0
8324,31,159.7,53.7,1348,0.89,10000.0,500.0
8325,55,147.7,88.6,3949,0.48,5000.0,29471.09638797179
8326,45,166.1,74.8,3350,0.6,5000.0,500.0
8327,71,195.6,75.5,2861,0.87,,500.0
8328,45,167.6,58.0,2770,1.0,,1383.1904886237637
8329,34,194.2,69.6,1250,0.29,,12526.54373804893
8330,21,191.6,51.3,3245,0.59,5000.0,15307.478235672432
8331,22,167.9,49.7,2167,0.98,558.67,18974.90228833459
8332,65,162.7,66.6,3265,0.45,5000.0,22278.1163325614
8333,63,166.3,66.9,1121,0.78,,4161.7405852611
8334,57,173.0,81.8,2059,0.67,1053.24,500.0
8335,40,190.3,71.0,3039,0.71,10000.0,500.0
8336,25,190.6,76.2,3318,0.0,,27965.85464424405
8337,53,160.9,70.06407999999999,2732,0.71,413.73,500.0
8338,63,166.2,65.5,2899,0.1,5000.0,500.0
8339,56,171.0,76.1,3057,0.84,5000.0,23367.60483169697
8340,68,171.4,80.4,1576,0.18,10000.0,22458.55901686182
8341,20,186.3,88.0,1752,0.93,10000.0,500.0
8342,73,172.3,71.1,1203,0.61,,4640.7751736350365
8343,42,159.9,67.0,3677,0.82,,19640.22419460089
8344,54,172.2,73.5,1890,0.81,,16240.101889991509
8345,57,156.5,55.3,3011,0.44,10000.0,500.0
8346,21,161.5,98.9,3029,0.68,,29295.164946125675
8347,51,163.7,46.1,2164,0.04,,500.0
8348,30,170.0,59.6,1419,0.72,715.22,500.0
8349,74,178.4,70.06407999999999,1348,0.38,10000.0,500.0
8350,68,159.9,81.1,1658,0.89,10000.0,500.0
8351,66,172.4,82.1,4470,0.41,5000.0,15523.149263294406
8352,29,177.2,57.2,2080,0.51,446.79,500.0
8353,55,169.2,71.1,1457,0.23,765.36,500.0
8354,36,176.0,82.9,1571,0.83,10000.0,7362.2573563601245
8355,67,152.6,70.2,3600,0.95,10000.0,500.0
8356,68,175.7,36.7,836,0.98,,500.0
8357,45,182.5,81.5,1525,0.76,892.62,5500.693778956136
8358,41,166.8,89.7,2522,0.83,5000.0,12145.86548008607
8359,34,186.2,40.5,1719,0.06,5000.0,9806.122808733253
8360,55,180.0,71.0,3388,0.72,,24219.908897169917
8361,70,177.0,53.3,1294,0.42,,21345.87926073056
8362,32,184.1,67.0,1393,0.94,,500.0
8363,61,178.2,64.9,1913,0.14,5000.0,14689.539832612178
8364,42,163.7,48.3,4251,0.65,,24139.43289808985
8365,21,178.0,64.2,3067,0.77,722.29,500.0
8366,49,154.0,50.2,1441,0.83,528.19,17333.191692743807
8367,55,178.0,84.2,1302,0.3,5000.0,500.0
8368,35,174.9,75.9,2666,0.03,10000.0,3738.15122909472
8369,39,174.1,64.9,2381,0.13,5000.0,500.0
8370,71,169.3,59.9,561,0.16,10000.0,500.0
8371,57,169.0,79.9,1857,0.42,514.64,9969.429447889564
8372,69,171.6,48.8,1476,0.18,,500.0
8373,42,183.8,57.6,1364,0.93,10000.0,500.0
8374,18,164.5,78.0,3519,0.41,555.71,8423.283941550993
8375,20,170.00376,66.3,1597,0.78,10000.0,13722.77852393368
8376,41,152.1,81.6,3950,0.29,,500.0
8377,25,185.9,42.4,2490,0.59,5000.0,500.0
8378,21,158.3,52.1,500,0.85,,500.0
8379,26,173.5,61.6,2512,0.03,317.21,500.0
8380,68,168.2,71.7,2376,0.26,,10393.003486928385
8381,36,164.1,43.8,4439,0.99,,500.0
8382,68,160.0,80.8,1002,0.52,,500.0
8383,20,150.8,90.9,2171,0.15,5000.0,17768.290622195058
8384,48,158.0,92.9,2644,0.84,5000.0,1473.506295001098
8385,35,175.5,90.2,1078,0.9,5000.0,14489.190386682125
8386,39,167.9,54.0,3379,0.17,844.7,500.0
8387,55,171.3,53.6,997,0.57,10000.0,15145.615965678611
8388,66,162.0,49.7,4067,0.08,817.89,500.0
8389,37,153.3,54.6,500,0.33,5000.0,9137.12484796679
8390,46,181.1,50.7,2301,0.21,5000.0,500.0
8391,27,167.6,75.7,2672,0.44,5000.0,500.0
8392,37,159.7,49.8,4989,0.22,10000.0,35186.66956429233
8393,27,168.7,77.0,500,0.16,5000.0,500.0
8394,45,174.2,55.1,2222,0.29,,500.0
8395,24,177.3,104.6,4245,0.75,768.25,22393.971918780106
8396,58,178.3,82.3,2901,0.69,,500.0
8397,73,165.4,70.9,1140,0.11,594.65,9742.60228099591
8398,71,154.9,58.9,4170,0.09,728.94,35274.274461424524
8399,22,158.8,66.8,3490,0.26,920.47,500.0
8400,45,163.6,49.8,500,0.87,,17595.253624411256
8401,23,176.0,90.6,4520,0.09,,2141.031470667187
8402,38,172.4,91.4,2580,0.66,10000.0,500.0
8403,27,169.2,73.3,2965,0.49,1356.26,500.0
8404,66,175.3,74.1,968,0.93,10000.0,5320.499750109855
8405,60,166.1,72.5,2671,0.45,5000.0,4426.050482485149
8406,58,182.4,76.7,3021,1.0,535.11,13391.83680772964
8407,58,173.3,55.3,2029,0.38,5000.0,24902.507596544507
8408,28,158.8,68.4,2673,0.32,,500.0
8409,25,171.8,42.9,2945,0.82,,25172.675224699826
8410,65,183.6,58.4,1378,0.28,10000.0,500.0
8411,65,172.9,82.4,1796,0.86,10000.0,1923.8978398759937
8412,22,156.0,60.1,500,0.87,10000.0,500.0
8413,29,168.5,57.5,1114,0.4,,500.0
8414,69,176.0,47.9,2014,0.11,10000.0,18644.75551269439
8415,39,185.7,46.3,2128,0.31,5000.0,500.0
8416,56,177.9,63.9,2988,0.29,5000.0,31915.413161279317
8417,26,169.7,59.4,2638,0.47,,6418.818375950242
8418,42,180.1,48.2,1901,0.73,5000.0,1860.565130754554
8419,71,162.5,56.1,2561,0.46,5000.0,6951.049702536611
8420,52,156.9,76.8,1066,0.15,10000.0,500.0
8421,36,169.8,61.2,1576,0.86,,500.0
8422,62,177.2,69.9,1290,0.46,5000.0,6535.340337088602
8423,70,170.2,72.0,3037,0.36,5000.0,500.0
8424,20,147.9,69.0,3067,0.72,,500.0
8425,58,172.0,64.7,2362,0.81,5000.0,500.0
8426,34,169.3,61.9,3408,0.95,10000.0,500.0
8427,29,155.6,59.0,2268,0.83,,500.0
8428,23,184.4,66.3,1919,0.46,10000.0,500.0
8429,70,158.9,78.3,3254,0.66,10000.0,13299.570559640746
8430,50,180.8,85.5,2243,0.21,10000.0,18268.911023549957
8431,30,159.2,63.0,2291,0.07,731.77,1070.9067064327785
8432,43,183.4,77.5,1124,0.88,528.33,32868.65527083136
8433,29,159.7,72.6,500,0.83,5000.0,500.0
8434,52,183.9,72.2,5651,0.31,5000.0,23459.984054570465
8435,60,164.8,74.0,4184,0.93,,500.0
8436,43,169.5,55.9,1782,0.36,,500.0
8437,42,179.5,48.3,2762,0.4,5000.0,13167.874098585917
8438,27,169.8,66.1,4572,0.52,,31549.21252319555
8439,28,179.6,75.4,2849,0.74,,5876.08168713673
8440,42,158.7,68.9,4213,0.07,935.78,24462.981051682324
8441,21,179.5,64.3,3403,0.11,,500.0
8442,38,164.1,63.9,1791,0.28,5000.0,26063.849456923388
8443,46,148.5,37.6,2504,0.72,5000.0,500.0
8444,24,162.7,82.5,1653,0.7,964.74,500.0
8445,36,171.9,49.6,1408,0.52,10000.0,3245.82745882934
8446,62,152.8,69.3,3664,0.6,,21213.670904190192
8447,64,182.0,108.1,2738,0.65,471.58,19942.55921405613
8448,55,184.4,48.0,2476,0.97,5000.0,500.0
8449,40,170.1,55.2,2630,0.59,584.59,500.0
8450,59,173.5,52.7,3162,0.18,,29734.447286576084
8451,74,166.7,54.7,1181,0.68,10000.0,500.0
8452,18,191.3,86.8,2678,0.29,,500.0
8453,62,160.1,74.2,2100,0.46,1219.91,7306.348015604476
8454,28,185.0,71.8,5369,0.29,10000.0,16041.766187957684
8455,35,146.0,58.6,2341,0.68,365.62,500.0
8456,65,166.9,50.0,3604,0.87,,500.0
8457,66,165.2,84.4,2899,0.29,5000.0,500.0
8458,50,172.3,61.0,5409,0.84,10000.0,8765.649391244717
8459,53,177.5,57.5,3274,0.64,,12674.143471485697
8460,18,189.2,86.7,2250,0.79,934.34,818.0716820569422
8461,22,150.4,71.9,500,0.48,5000.0,12067.719839520172
8462,30,143.8,70.4,4567,0.61,,500.0
8463,58,163.5,73.4,1458,0.54,5000.0,500.0
8464,61,156.2,64.7,3660,0.0,537.37,27370.761151119943
8465,22,186.5,45.7,2350,0.69,1427.25,500.0
8466,70,177.4,49.8,2566,0.76,411.13,8648.56446904497
8467,53,175.6,75.7,2362,0.85,10000.0,4463.164003788036
8468,50,161.2,74.3,3281,0.49,,17187.293356986465
8469,20,159.0,67.8,2153,0.71,,9620.735836534855
8470,23,167.9,61.4,500,0.07,10000.0,1590.9633503445175
8471,20,163.8,61.5,2694,0.59,1233.11,500.0
8472,38,163.9,71.4,2158,0.69,5000.0,21110.660187345664
8473,44,170.8,77.0,2565,0.32,5000.0,17341.859420924782
8474,71,161.9,56.5,2843,0.96,733.33,32483.99132969468
8475,63,167.8,71.8,3191,0.71,661.64,500.0
8476,46,172.0,68.4,3213,0.13,1209.88,23503.95750140131
8477,62,168.4,89.4,3269,0.6,381.82,19989.20532005161
8478,42,182.1,50.7,2753,0.33,1029.51,7309.692664146121
8479,51,167.9,73.2,1702,0.77,10000.0,500.0
8480,48,174.1,64.1,1427,0.75,5000.0,22411.23299050272
8481,42,162.4,46.4,3594,0.1,986.42,9149.762575104216
8482,48,150.2,69.6,1401,0.35,10000.0,500.0
8483,60,182.0,60.3,500,0.4,5000.0,500.0
8484,44,176.6,76.1,2186,0.68,5000.0,500.0
8485,55,169.3,65.2,4081,0.13,,500.0
8486,66,179.0,71.5,1000,0.18,10000.0,500.0
8487,22,160.0,81.4,1243,0.47,10000.0,500.0
8488,53,160.5,89.2,2048,0.48,5000.0,5316.1181156881
8489,69,152.3,70.7,2500,0.56,1056.12,26627.57700317752
8490,45,157.2,64.1,1748,0.56,5000.0,500.0
8491,38,188.6,61.3,3266,0.84,675.34,500.0
8492,19,168.2,91.9,802,0.38,,500.0
8493,63,184.4,61.3,3573,0.47,10000.0,32604.918557067853
8494,69,160.6,53.3,3306,0.51,808.9,500.0
8495,51,171.4,85.8,1184,0.2,513.96,20727.14107427349
8496,71,183.6,62.2,3749,0.85,788.66,29846.92944290121
8497,31,180.2,86.9,2521,0.09,513.84,9149.762575104216
8498,30,182.2,91.3,4215,0.56,,16514.985351415038
8499,24,152.9,67.8,4085,0.15,,15541.960031568016
8500,62,163.3,59.0,2349,0.45,10000.0,5946.320819593767
8501,43,158.4,55.3,500,0.3,,500.0
8502,74,156.7,87.9,2583,0.24,10000.0,500.0
8503,31,170.2,52.4,1720,0.03,,500.0
8504,33,151.7,70.0,3075,0.86,10000.0,500.0
8505,60,174.5,99.5,3018,0.79,5000.0,3125.15424948565
8506,71,175.1,69.1,1299,0.04,,2490.380594435334
8507,32,163.7,56.3,500,0.44,776.52,6014.633300121024
8508,69,166.6,50.5,1373,0.54,10000.0,500.0
8509,43,177.1,59.9,3633,0.12,10000.0,8396.624621447341
8510,73,170.0,76.7,966,0.76,5000.0,500.0
8511,30,144.5,68.5,2521,0.77,,9149.762575104216
8512,40,161.6,41.7,2908,0.2,5000.0,3566.125585488686
8513,48,165.6,67.7,4047,0.34,5000.0,500.0
8514,22,156.7,84.5,4859,0.24,780.02,19113.4904252141
8515,36,175.0,86.1,2937,0.1,751.33,39353.4421201927
8516,39,170.5,87.0,1671,0.04,309.14,500.0
8517,35,176.0,72.4,2071,0.89,10000.0,18254.57962217716
8518,24,174.1,80.6,3395,0.24,688.83,500.0
8519,35,168.2,64.2,3739,0.8,414.84,500.0
8520,59,169.1,96.9,3606,0.94,,35207.150547370504
8521,25,163.5,60.6,2449,0.8,10000.0,18351.674710830983
8522,45,178.0,75.3,4962,0.74,,30712.084855966623
8523,65,167.3,50.4,1948,0.33,5000.0,500.0
8524,64,175.0,55.5,1388,0.69,,10199.27216653708
8525,62,166.5,98.4,1030,0.34,10000.0,500.0
8526,54,190.6,48.7,1255,0.46,5000.0,500.0
8527,74,179.9,92.9,4479,0.24,890.61,12820.115795033347
8528,65,178.9,51.6,2228,0.25,10000.0,26518.78949577035
8529,69,183.7,68.0,500,0.16,10000.0,500.0
8530,62,173.4,76.5,1699,0.94,666.6,4886.736676613903
8531,38,165.9,100.8,2562,0.21,802.58,26346.08638259717
8532,29,171.8,49.2,2912,0.04,5000.0,5887.495107904259
8533,61,173.8,95.2,664,0.66,5000.0,500.0
8534,48,184.8,83.6,2346,0.86,10000.0,29771.657723110315
8535,18,169.6,57.2,2525,0.11,,27611.992362669524
8536,67,183.8,53.5,4893,0.04,,500.0
8537,32,161.9,33.8,1958,0.69,294.54,3498.436666148199
8538,38,173.9,95.1,2398,0.78,,8609.537891937116
8539,21,168.6,61.6,5174,0.26,768.43,26416.063107081955
8540,58,171.8,60.9,2160,0.0,10000.0,5626.142708923061
8541,24,156.2,64.8,2265,0.01,5000.0,7485.515618447107
8542,40,160.0,60.0,2000,0.36,10000.0,3148.8618106271915
8543,49,177.8,75.6,500,0.85,5000.0,500.0
8544,49,168.6,73.0,3544,0.57,10000.0,9472.867634556427
8545,50,162.6,59.0,4725,0.34,,500.0
8546,56,179.0,32.1,1925,0.67,10000.0,500.0
8547,33,183.9,63.9,2591,0.81,,500.0
8548,47,166.7,80.8,1399,0.02,5000.0,500.0
8549,43,172.5,70.06407999999999,3625,0.73,669.71,29804.602232965783
8550,69,173.8,78.8,2214,0.36,5000.0,34454.62613536854
8551,39,156.6,62.6,1695,0.57,5000.0,500.0
8552,34,174.1,48.1,3681,0.12,,23101.80227565994
8553,26,181.8,96.2,500,0.81,10000.0,500.0
8554,39,177.5,77.5,2803,0.34,852.08,500.0
8555,32,193.9,73.7,2347,0.79,10000.0,736.471077792381
8556,47,162.9,94.7,3797,0.96,5000.0,9964.400313238522
8557,37,160.7,46.8,2567,0.89,10000.0,7586.408271460594
8558,61,180.0,65.6,2442,0.23,1113.84,500.0
8559,32,155.4,49.1,1200,0.68,,7709.21127086882
8560,69,178.3,60.7,4177,0.62,,500.0
8561,32,176.9,57.2,1854,0.95,5000.0,500.0
8562,58,167.5,75.1,2500,0.45,5000.0,1955.0920398713888
8563,67,173.4,42.1,1779,0.23,5000.0,500.0
8564,26,161.8,76.3,2010,0.09,524.01,11808.670539699218
8565,62,157.1,77.4,1672,0.92,5000.0,500.0
8566,65,166.7,61.2,4346,0.8,,9149.762575104216
8567,43,162.7,75.3,1496,0.38,,500.0
8568,24,163.7,80.4,4736,0.21,979.06,500.0
8569,49,158.5,47.8,3164,0.92,,8822.941755744061
8570,68,162.2,51.4,3478,0.07,5000.0,6223.473512088193
8571,62,166.4,67.1,3228,0.17,5000.0,9966.569824527503
8572,68,164.9,69.9,3614,0.16,,13457.66564234683
8573,28,187.3,73.7,1312,0.72,10000.0,7722.341352709259
8574,67,165.6,69.6,3475,0.9,384.87,25387.82843869536
8575,69,175.8,78.0,3670,0.14,10000.0,11221.231554459047
8576,28,171.6,81.1,981,0.93,10000.0,500.0
8577,63,151.7,54.6,4214,0.83,356.37,500.0
8578,45,172.9,67.6,3144,0.08,500.27,500.0
8579,31,182.6,67.8,500,0.49,5000.0,500.0
8580,36,176.2,79.7,4051,0.04,,500.0
8581,37,170.1,103.5,1181,0.01,10000.0,500.0
8582,67,180.8,59.1,2279,0.01,1041.05,7398.48773413049
8583,73,182.1,80.8,2105,0.07,5000.0,11142.536987554397
8584,54,162.3,70.06407999999999,768,0.84,620.27,500.0
8585,66,172.3,67.1,1028,0.08,943.21,500.0
8586,65,160.2,90.3,2034,0.13,5000.0,6465.21881959301
8587,28,157.0,70.4,1247,0.61,5000.0,8829.759102630469
8588,66,185.6,46.3,2173,0.64,5000.0,3856.405968309079
8589,27,160.3,62.3,1664,0.91,5000.0,500.0
8590,63,166.7,65.9,3281,0.0,10000.0,36088.68003761023
8591,46,170.2,51.7,2936,0.94,777.12,7225.907317019486
8592,45,176.6,79.5,500,0.18,5000.0,500.0
8593,48,191.8,74.1,2030,0.09,904.15,4324.106761321712
8594,65,178.3,85.1,4235,0.87,5000.0,500.0
8595,64,185.2,43.1,5114,0.29,10000.0,9149.762575104216
8596,60,175.2,65.2,837,0.95,661.46,4763.586320999428
8597,46,154.8,78.2,2487,0.62,432.01,27516.125535642608
8598,68,173.6,74.1,1389,0.4,,500.0
8599,56,162.8,81.8,961,0.58,565.01,500.0
8600,24,180.2,75.6,3347,0.07,10000.0,13411.54315593131
8601,62,174.0,107.0,1946,0.1,10000.0,34349.68238527807
8602,25,172.7,69.4,1824,0.31,10000.0,500.0
8603,55,171.0,84.2,2214,0.78,5000.0,14539.639304170918
8604,40,154.4,75.8,3147,0.96,1008.04,13169.178127959767
8605,43,172.9,38.9,2120,0.02,10000.0,500.0
8606,53,165.2,75.2,1157,0.86,,500.0
8607,36,174.7,87.1,3180,0.99,10000.0,500.0
8608,72,164.5,55.7,3358,0.29,10000.0,9149.762575104216
8609,29,152.9,70.3,2636,0.85,10000.0,13138.509876864526
8610,72,164.5,74.0,3763,0.59,-84.94,25146.04063938613
8611,48,183.0,79.0,684,0.94,5000.0,22369.705545148503
8612,74,182.2,54.9,506,0.62,514.72,500.0
8613,64,146.6,59.1,1342,0.81,5000.0,2664.456947528504
8614,22,156.2,38.0,500,0.08,10000.0,500.0
8615,28,159.3,69.2,2428,0.7,10000.0,2307.626145249308
8616,66,187.6,84.8,2549,0.85,881.62,20827.550233081514
8617,61,169.3,66.0,5003,0.34,,10028.105100767592
8618,25,161.4,57.0,3899,0.04,5000.0,8419.826990118605
8619,61,162.4,68.6,500,0.34,5000.0,500.0
8620,39,181.0,77.2,1452,0.62,863.66,21543.854471365903
8621,49,176.1,74.2,1907,0.96,5000.0,11787.714186008528
8622,41,177.0,78.8,1597,0.55,5000.0,7506.01828747069
8623,62,187.0,96.9,2167,0.77,10000.0,14459.801111813127
8624,24,158.6,81.5,4182,0.23,5000.0,23692.118874842086
8625,34,162.9,65.9,2036,0.66,10000.0,10445.169560967475
8626,56,174.1,78.3,2488,0.13,10000.0,10084.20742667185
8627,32,154.3,63.8,2147,0.32,1433.76,38752.70794554361
8628,29,163.2,63.8,2739,0.21,1237.07,500.0
8629,46,178.3,68.6,1560,0.61,716.55,500.0
8630,64,148.3,73.2,1055,0.37,5000.0,10813.386418770908
8631,58,164.4,69.3,2000,0.68,762.46,15166.540827345963
8632,74,172.7,81.5,739,0.36,,3494.0279961624865
8633,40,180.7,100.8,3731,0.25,5000.0,500.0
8634,33,165.2,68.5,3946,0.87,,1353.1672773618373
8635,42,155.1,72.7,1445,0.32,10000.0,500.0
8636,69,175.5,65.3,3359,0.03,5000.0,13127.833045043511
8637,72,165.6,70.0,689,0.22,,1196.1595206774125
8638,56,165.4,66.3,543,0.2,,13607.37323409482
8639,20,158.7,43.2,2021,0.09,5000.0,10515.386586844632
8640,26,181.4,54.5,1944,0.97,847.29,10317.186204023566
8641,35,170.9,59.4,2712,0.58,,500.0
8642,24,166.0,81.7,500,0.77,5000.0,500.0
8643,36,162.2,70.0,2090,0.52,5000.0,500.0
8644,49,162.2,60.1,3489,0.51,10000.0,500.0
8645,47,170.9,91.1,3145,0.22,,500.0
8646,18,152.7,75.1,3408,0.24,1358.74,500.0
8647,69,169.8,77.1,4719,0.96,10000.0,7707.234746749922
8648,38,167.5,80.5,1562,0.11,437.27,500.0
8649,72,177.9,76.2,2715,0.14,,21726.62170552405
8650,58,172.8,63.3,3392,0.61,,7924.425362383384
8651,39,175.6,92.2,4121,0.92,5000.0,500.0
8652,59,162.5,73.8,3263,0.49,5000.0,11607.042261402692
8653,46,163.2,74.8,2629,0.82,1238.49,500.0
8654,72,163.6,48.8,3285,1.0,5000.0,1612.0490492718752
8655,23,170.00376,86.6,1762,0.09,1063.08,500.0
8656,46,172.4,71.0,2325,0.36,,13930.217425514977
8657,51,169.9,72.2,3663,0.31,660.47,500.0
8658,55,169.9,48.3,660,0.89,10000.0,500.0
8659,72,168.2,75.9,2449,0.28,5000.0,22641.101301571893
8660,70,180.0,80.2,2944,0.76,10000.0,18577.47809652782
8661,62,187.2,79.9,2198,0.98,815.53,16320.528614769964
8662,50,170.3,55.8,3789,0.39,,22691.59569651988
8663,50,155.0,62.7,5595,0.07,438.9,34734.3985391662
8664,69,158.7,75.6,3955,0.47,,500.0
8665,25,190.5,103.6,500,0.21,5000.0,3078.1464631230083
8666,35,170.1,70.4,4780,0.14,5000.0,500.0
8667,34,165.9,46.8,2322,0.21,361.76,9218.415009962817
8668,36,169.7,94.6,5338,1.0,1194.61,14652.438524097992
8669,65,182.6,97.7,3427,0.16,10000.0,24153.62967654251
8670,54,174.1,51.0,2766,0.8,5000.0,33384.285938818604
8671,31,186.9,66.2,516,0.23,386.33,500.0
8672,20,160.8,54.8,4119,0.27,,10029.912961687334
8673,19,179.1,66.5,953,0.19,10000.0,2711.9290795820216
8674,40,170.7,68.4,4642,0.85,,500.0
8675,65,156.1,94.8,2816,0.42,750.86,19810.33008697724
8676,51,181.9,53.6,500,0.4,10000.0,500.0
8677,71,170.6,66.0,983,0.64,,3525.3553636837214
8678,67,170.7,81.8,2674,0.33,10000.0,500.0
8679,26,182.5,54.0,3941,0.21,,24129.908134658064
8680,69,173.4,60.8,712,0.35,10000.0,500.0
8681,37,168.3,62.6,4624,0.65,5000.0,7378.672628788799
8682,37,181.3,80.6,3357,0.1,5000.0,27679.90425032954
8683,26,180.2,69.5,500,0.82,10000.0,500.0
8684,27,176.6,83.7,3566,0.95,10000.0,16998.042216951613
8685,41,179.8,66.9,2555,0.77,588.38,13989.15152146103
8686,62,175.5,42.8,2238,0.06,282.36,17327.298501416488
8687,18,167.4,56.2,1080,0.86,1061.44,6210.9714310042045
8688,25,170.00376,62.5,2496,0.57,,500.0
8689,21,178.4,43.5,1504,0.71,5000.0,17952.90253759461
8690,72,162.4,82.6,1331,0.35,10000.0,500.0
8691,31,189.9,70.1,1795,0.75,5000.0,29891.85154521261
8692,46,193.1,88.3,952,0.43,5000.0,500.0
8693,73,169.6,70.3,2388,0.44,786.84,500.0
8694,74,189.2,67.9,4300,0.88,10000.0,500.0
8695,34,160.9,60.1,3766,0.02,,33679.173231254215
8696,56,177.3,71.5,3897,0.64,,16115.295437715207
8697,69,166.8,66.4,3816,0.32,10000.0,500.0
8698,63,151.8,64.7,1421,0.16,939.07,500.0
8699,59,163.1,76.5,500,0.45,10000.0,500.0
8700,38,157.9,91.1,954,0.48,10000.0,14119.086134569843
8701,25,174.5,81.9,2845,0.13,,500.0
8702,46,159.4,44.8,1643,0.8,,500.0
8703,51,156.1,79.4,1281,0.29,5000.0,15673.170948873523
8704,62,164.0,62.8,2465,0.99,5000.0,500.0
8705,26,164.5,70.8,2024,0.02,,500.0
8706,73,176.5,56.2,3740,0.24,1047.49,1585.500947334095
8707,29,154.9,60.9,2618,0.84,5000.0,500.0
8708,63,172.8,72.3,1352,0.54,10000.0,500.0
8709,34,175.6,70.3,2764,0.9,,500.0
8710,20,162.4,92.6,3898,0.8,10000.0,500.0
8711,37,177.3,88.0,2323,0.55,10000.0,500.0
8712,22,163.0,82.5,1957,0.61,,24927.37401204081
8713,24,162.9,64.2,2921,0.59,10000.0,3502.5767038651966
8714,70,186.0,62.7,1490,0.6,10000.0,10465.107820126936
8715,59,158.4,60.9,3426,0.78,5000.0,2333.9381746266963
8716,45,160.4,64.4,2448,0.8,,21967.591368409256
8717,50,185.5,78.7,2694,0.67,1564.7,23216.950739255062
8718,19,170.4,69.1,4352,0.52,,21658.317488145574
8719,30,158.6,60.9,1809,0.53,5000.0,12348.35324308617
8720,54,181.2,78.1,500,0.67,10000.0,500.0
8721,65,189.5,79.1,3703,1.0,1129.65,25850.41220749293
8722,67,166.5,61.9,2347,0.28,5000.0,9996.230993867848
8723,66,180.3,54.0,2239,0.23,10000.0,25537.33787656232
8724,33,168.6,88.0,3082,0.51,1204.73,22094.54361026653
8725,35,169.5,75.9,3987,0.12,10000.0,24725.97003832324
8726,61,170.7,55.4,2038,0.3,,7959.881414925938
8727,66,175.6,107.4,943,0.82,5000.0,500.0
8728,53,173.5,84.2,2178,0.02,442.28,8789.42175858382
8729,35,161.0,87.8,4348,0.36,5000.0,7017.518016140904
8730,18,172.5,71.2,2881,0.32,672.12,14744.37863906222
8731,55,161.7,68.6,3498,0.57,820.66,26104.48149254258
8732,64,163.1,96.6,4593,1.0,1040.14,500.0
8733,54,170.2,75.3,878,0.28,10000.0,22841.30233450704
8734,74,155.6,77.5,1184,0.24,,500.0
8735,23,173.7,56.3,2655,0.19,,500.0
8736,31,165.2,59.8,2737,0.33,,7248.77852935037
8737,35,157.5,71.1,1415,0.23,652.06,37943.66607221247
8738,36,157.3,78.4,1922,0.18,10000.0,13707.45929461847
8739,39,170.6,41.7,2674,0.44,5000.0,500.0
8740,28,176.1,68.8,2687,0.28,,25982.77311338648
8741,37,174.9,101.0,1775,0.41,5000.0,500.0
8742,35,183.6,55.2,1821,0.65,,22357.585172685336
